StockCode,Description,TotalRevenue,UnitsSold,FirstSale,LastSale,DaysWithSales,TotalOrders,AvgPrice,Recency,SalesFreq,Segment
75131,METAL TUBE CHIME ON BAMBOO,529.21,490,2010-12-03 11:36:00,2011-04-04 14:00:00,14,15,1.0800204081632654,249,14,1
75172,PAINTED SEA SHELL METAL WINDCHIME,85.31,93,2011-02-09 15:33:00,2011-07-04 16:35:00,7,8,0.9173118279569893,158,7,1
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,218.87,459,2010-12-14 12:59:00,2011-12-06 14:23:00,13,13,0.4768409586056645,3,13,0
77079,DOLPHIN WINDMILL,2.12,1,2011-06-12 12:01:00,2011-06-12 12:01:00,1,1,2.12,181,1,1
77101A,UNION FLAG WINDSOCK,426.94,387,2010-12-05 12:15:00,2011-03-21 11:49:00,20,22,1.103204134366925,264,20,1
78033,FLAG OF ST GEORGE CHAIR,185.3,38,2011-03-20 10:33:00,2011-10-06 09:37:00,8,8,4.876315789473685,65,8,0
78034B,BLUE NETTING STORAGE HANGER,15.6,8,2010-12-05 12:42:00,2011-10-02 11:10:00,6,6,1.95,69,6,0
78124,MAGAZINE RACK GEBRA ASSORTED ,256.5,198,2010-12-08 13:53:00,2011-11-28 14:12:00,17,18,1.2954545454545454,11,17,0
79000,MOROCCAN TEA GLASS,3357.34,4162,2010-12-03 10:26:00,2011-09-12 16:14:00,87,125,0.8066650648726574,88,87,0
79026B,"S/4 ICON COASTER,ELVIS LIVES",10.61,25,2011-03-04 14:28:00,2011-05-18 14:50:00,9,9,0.4244,205,9,1
79030D,TUMBLER BAROQUE,350.22999999999996,581,2010-12-01 14:32:00,2011-11-10 19:40:00,42,47,0.6028055077452668,29,42,0
79030G,TUMBLER NEW ENGLAND,733.49,1403,2010-12-01 14:32:00,2011-06-03 17:09:00,43,67,0.5228011404133999,189,43,1
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,289.54999999999995,823,2010-12-06 12:55:00,2011-12-07 10:11:00,38,41,0.3518226002430133,3,38,0
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",19.4,52,2011-02-17 14:36:00,2011-08-16 17:25:00,4,4,0.37307692307692303,115,4,1
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",43.65,235,2011-03-09 12:35:00,2011-12-08 13:50:00,14,14,0.18574468085106383,1,14,0
79063D,"RETRO PILL BOX , REVOLUTIONARY",35.14,189,2011-02-09 13:41:00,2011-11-27 16:05:00,10,11,0.18592592592592594,12,10,0
79066K,RETRO MOD TRAY,689.34,783,2010-12-01 14:41:00,2011-12-09 11:34:00,111,146,0.8803831417624521,1,111,0
79066k,RETRO MOD TRAY,27.77,17,2010-12-09 16:26:00,2011-11-20 13:58:00,10,10,1.633529411764706,19,10,0
79067,CORONA MEXICAN TRAY,719.69,172,2010-12-01 17:06:00,2010-12-21 15:20:00,16,38,4.184244186046512,353,16,1
79071B,ENGLISH ROSE METAL WASTE BIN,59.0,20,2011-01-05 12:54:00,2011-06-13 13:44:00,11,11,2.95,179,11,1
79144B,PAINTED LIGHTBULB STAR+ MOON,103.22999999999999,180,2010-12-01 14:34:00,2011-12-08 09:28:00,47,53,0.5734999999999999,2,47,0
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,98.11999999999999,152,2010-12-07 15:28:00,2011-12-08 09:28:00,47,51,0.6455263157894736,2,47,0
79149B,SILICON STAR BULB  BLUE,7.56,18,2010-12-05 12:42:00,2011-12-06 12:12:00,8,8,0.42,4,8,0
79151B,"SILICON CUBE 25W, BLUE",4.62,11,2010-12-05 12:42:00,2011-11-28 14:12:00,2,2,0.42,11,2,0
79157B,UBO-LIGHT TRIOBASE BLUE,3.4,4,2011-10-25 10:32:00,2011-12-06 12:38:00,2,2,0.85,4,2,0
79157V,UBO-LIGHT TRIOBASE PURPLE,4.25,5,2011-10-09 15:24:00,2011-11-03 18:49:00,3,3,0.85,36,3,0
79160,HEART SHAPE WIRELESS DOORBELL,795.83,444,2010-12-06 12:34:00,2011-12-08 13:45:00,45,49,1.79240990990991,1,45,0
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,5.9,2,2011-11-08 14:22:00,2011-11-22 14:43:00,2,2,2.95,17,2,0
79163,BLACK CHAMPAGNE GLASS,626.55,1529,2010-12-02 14:26:00,2011-09-18 12:21:00,29,35,0.40977763243950294,83,29,0
79164,BLACK WINE GLASS,697.62,1666,2010-12-02 14:26:00,2011-11-07 13:56:00,15,19,0.4187394957983193,32,15,0
79190A,RETRO PLASTIC 70'S TRAY,179.35999999999999,384,2010-12-05 13:55:00,2011-12-09 10:10:00,56,63,0.4670833333333333,1,56,0
79190B,RETRO PLASTIC POLKA TRAY,288.36,707,2010-12-09 13:34:00,2011-12-09 10:10:00,52,57,0.4078642149929279,1,52,0
79190D,RETRO PLASTIC DAISY TRAY,126.97999999999999,265,2010-12-05 16:24:00,2011-12-02 16:07:00,43,47,0.4791698113207547,7,43,0
79191B,RETRO PLASTIC POLKA TRAY,138.29999999999998,159,2010-12-03 11:36:00,2011-12-09 11:34:00,28,30,0.8698113207547169,1,28,0
79191C,RETRO PLASTIC ELEPHANT TRAY,812.53,1105,2010-12-02 11:35:00,2011-12-06 08:55:00,59,65,0.7353212669683258,4,59,0
79191D,RETRO PLASTIC DAISY TRAY,37.61,35,2010-12-20 13:43:00,2011-12-09 11:34:00,16,16,1.0745714285714285,1,16,0
79192A,RETRO PLASTIC 70'S TRAY,3.75,3,2011-01-20 12:04:00,2011-02-02 17:06:00,2,2,1.25,310,2,1
79302M,"ART LIGHTS,FUNK MONKEY",1037.54,370,2010-12-01 15:08:00,2011-12-08 15:54:00,53,62,2.804162162162162,1,53,0
79321,CHILLI LIGHTS,54096.36,10302,2010-12-01 09:58:00,2011-12-09 12:20:00,247,661,5.251054164239953,1,247,2
79323B,BLACK CHERRY LIGHTS,54.0,8,2011-02-11 13:53:00,2011-02-11 13:53:00,1,1,6.75,301,1,1
79323P,PINK CHERRY LIGHTS,27.0,4,2011-01-11 13:54:00,2011-01-11 13:54:00,1,1,6.75,332,1,1
79329,PINK FLOCK GLASS CANDLEHOLDER,12.18,12,2010-12-15 13:24:00,2011-04-10 15:07:00,2,2,1.015,243,2,1
79331,PINK FLOCK GLASS CANDLEHOLDER,17.5,26,2011-02-20 13:06:00,2011-04-07 12:04:00,3,3,0.6730769230769231,247,3,1
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,13.680000000000003,36,2011-07-29 17:19:00,2011-09-02 15:48:00,3,3,0.3800000000000001,98,3,0
79337,BLUE FLOCK GLASS CANDLEHOLDER,259.96,644,2010-12-03 15:45:00,2011-07-08 15:22:00,10,10,0.4036645962732919,154,10,1
79403,FROSTED WHITE BASE ,85.52,95,2010-12-08 14:25:00,2011-12-02 12:52:00,15,15,0.9002105263157895,7,15,0
79406,FROSTED WHITE BASE ,34.12,144,2011-02-16 12:49:00,2011-12-08 09:28:00,8,8,0.23694444444444443,2,8,0
81950B,FLOWER BLUE CLOCK WITH SUCKER,33.64,116,2011-07-04 16:35:00,2011-08-17 13:21:00,7,8,0.29,114,7,0
81950V,FLOWER PURPLE CLOCK W/SUCKER,8.6,20,2010-12-10 12:14:00,2011-07-13 15:42:00,5,6,0.43,149,5,1
81952B,ROUND BLUE CLOCK WITH SUCKER,38.0,200,2011-07-04 16:35:00,2011-07-26 13:03:00,9,9,0.19,136,9,1
81952V,ROUND PURPLE CLOCK WITH SUCKER,69.35,365,2011-07-04 16:35:00,2011-11-27 16:02:00,24,24,0.18999999999999997,12,24,0
81953B,ROUND BLUE CLOCK WITH SUCKER,2.09,11,2011-07-13 12:06:00,2011-07-18 11:47:00,3,3,0.18999999999999997,145,3,1
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,5.32,28,2011-07-13 12:06:00,2011-07-21 11:55:00,3,3,0.19,142,3,1
82001S,VINYL RECORD FRAME SILVER,5750.21,1582,2010-12-03 11:36:00,2011-12-08 09:20:00,94,127,3.634772439949431,2,94,0
82001s,SILVER RECORD COVER FRAME,910.12,122,2011-02-09 12:59:00,2011-12-09 10:26:00,23,27,7.46,1,23,0
82011A,"BATHROOM SCALES, TROPICAL BEACH",67.5,18,2010-12-13 09:02:00,2011-11-13 16:16:00,12,12,3.75,26,12,0
82011B,BATHROOM SCALES RUBBER DUCKS,146.85,43,2010-12-05 13:17:00,2011-11-23 15:44:00,21,21,3.415116279069767,16,21,0
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,172.05,51,2010-12-03 15:19:00,2011-11-23 15:44:00,20,20,3.373529411764706,16,20,0
82095,HEART BUTTONS JEWELLERY BOX,356.11,68,2011-02-14 09:41:00,2011-07-05 16:53:00,26,30,5.236911764705883,157,26,1
82482,WOODEN PICTURE FRAME WHITE FINISH,23057.06,8986,2010-12-01 09:02:00,2011-12-09 10:26:00,292,1100,2.565886935232584,1,292,2
82483,WOOD 2 DRAWER CABINET WHITE FINISH,15123.92,2386,2010-12-01 09:02:00,2011-12-08 12:10:00,228,543,6.338608549874267,2,228,2
82484,WOOD BLACK BOARD ANT WHITE FINISH,35966.92,6012,2010-12-01 09:53:00,2011-12-09 10:03:00,260,685,5.982521623419827,1,260,2
82486,WOOD S/3 CABINET ANT WHITE FINISH,18343.92,2136,2010-12-01 09:02:00,2011-12-09 10:45:00,252,605,8.587977528089887,1,252,2
82494L,WOODEN FRAME ANTIQUE WHITE ,19599.49,6735,2010-12-01 09:02:00,2011-12-08 19:55:00,255,910,2.9100950259836678,1,255,2
82494l,WOODEN FRAME ANTIQUE WHITE ,2211.6,264,2010-12-03 14:27:00,2011-12-08 10:53:00,46,61,8.377272727272727,2,46,0
82551,LAUNDRY 15C METAL SIGN,4542.889999999999,2918,2010-12-01 14:32:00,2011-12-08 16:30:00,204,351,1.5568505825908154,1,204,2
82552,WASHROOM METAL SIGN,4674.83,3012,2010-12-01 12:22:00,2011-12-09 10:26:00,211,364,1.5520683930942896,1,211,2
82567,"AIRLINE LOUNGE,METAL SIGN",1408.07,711,2010-12-01 09:41:00,2011-12-09 10:03:00,193,291,1.980407876230661,1,193,0
82578,KITCHEN METAL SIGN,1217.8500000000001,2058,2010-12-01 11:21:00,2011-12-08 09:28:00,188,305,0.5917638483965015,2,188,0
82580,BATHROOM METAL SIGN,3473.21,5881,2010-12-01 11:21:00,2011-12-09 10:26:00,264,631,0.5905815337527631,1,264,2
82581,TOILET METAL SIGN,2155.8900000000003,3883,2010-12-01 11:21:00,2011-12-09 10:26:00,228,405,0.5552124645892352,1,228,2
82582,AREA PATROLLED METAL SIGN,8858.79,4365,2010-12-01 17:06:00,2011-12-09 10:03:00,237,437,2.0295051546391756,1,237,2
82583,HOT BATHS METAL SIGN,16946.260000000002,7258,2010-12-01 14:32:00,2011-12-09 10:23:00,234,609,2.3348387985670986,1,234,2
82599,FANNY'S REST STOPMETAL SIGN,1217.73,508,2010-12-01 17:06:00,2011-05-08 12:36:00,76,141,2.3971062992125987,216,76,1
82600,NO SINGING METAL SIGN,12833.18,6013,2010-12-01 13:24:00,2011-12-09 10:26:00,219,545,2.134239148511558,1,219,2
82605,OLD DOC RUSSEL METAL SIGN,29.400000000000002,14,2010-12-12 12:35:00,2011-03-18 11:30:00,3,3,2.1,267,3,1
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",92.38,71,2010-12-20 16:50:00,2011-07-14 13:41:00,17,18,1.3011267605633803,148,17,1
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",500.24,583,2010-12-01 14:32:00,2011-12-06 14:23:00,87,111,0.8580445969125214,3,87,0
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",443.38,537,2010-12-01 14:32:00,2011-12-02 16:39:00,72,96,0.8256610800744879,7,72,0
82613D,METAL SIGN CUPCAKE SINGLE HOOK,534.24,696,2010-12-01 14:32:00,2011-12-06 14:23:00,75,111,0.7675862068965518,3,75,0
82613a,"METAL SIGN,CUPCAKE SINGLE HOOK",2.46,1,2011-06-08 15:26:00,2011-06-08 15:26:00,1,1,2.46,184,1,1
82613b,"METAL SIGN,CUPCAKE SINGLE HOOK",9.94,4,2010-12-21 15:19:00,2011-07-08 13:54:00,3,4,2.485,154,3,1
82613c,"METAL SIGN,CUPCAKE SINGLE HOOK",12.399999999999999,5,2010-12-21 15:19:00,2011-10-26 14:42:00,3,4,2.4799999999999995,44,3,0
82615,PINK MARSHMALLOW SCARF KNITTING KIT,91.8,36,2010-12-01 16:11:00,2010-12-01 16:11:00,1,1,2.55,373,1,1
82616B,FRAPPUCINO SCARF KNITTING KIT,502.74,343,2010-12-03 14:35:00,2011-12-08 09:20:00,62,73,1.4657142857142857,2,62,0
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,501.44,324,2010-12-01 17:06:00,2011-12-08 09:20:00,64,85,1.5476543209876543,2,64,0
84006,MAGIC TREE -PAPER FLOWERS,848.6999999999999,918,2010-12-03 11:19:00,2011-12-08 15:31:00,73,105,0.9245098039215686,1,73,0
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1283.99,1265,2010-12-09 14:09:00,2011-12-08 19:57:00,76,115,1.0150118577075098,1,76,0
84016,FLAG OF ST GEORGE CAR FLAG,12.16,27,2011-04-27 17:23:00,2011-09-14 16:36:00,2,2,0.45037037037037037,86,2,0
84029E,RED WOOLLY HOTTIE WHITE HEART.,22025.73,4734,2010-12-01 08:26:00,2011-12-09 10:26:00,140,429,4.652667934093789,1,140,2
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16148.04,3319,2010-12-01 08:26:00,2011-12-09 11:26:00,183,459,4.865332931605906,1,183,2
84030E,ENGLISH ROSE HOT WATER BOTTLE,6414.69,1497,2010-12-01 10:19:00,2011-12-08 19:24:00,158,334,4.28503006012024,1,158,0
84030e,ENGLISH ROSE HOT WATER BOTTLE,877.76,108,2010-12-03 14:27:00,2011-12-08 11:21:00,41,41,8.127407407407407,2,41,0
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1959.91,430,2010-12-01 14:32:00,2011-12-09 11:20:00,104,165,4.55793023255814,1,104,0
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,1435.72,303,2010-12-01 14:32:00,2011-12-09 11:20:00,97,143,4.738349834983499,1,97,0
84031a,CHARLIE+LOLA RED HOT WATER BOTTLE ,16.63,1,2011-10-31 14:41:00,2011-10-31 14:41:00,1,1,16.63,39,1,0
84031b,CHARLIE LOLA BLUE HOT WATER BOTTLE ,16.63,1,2011-10-31 14:41:00,2011-10-31 14:41:00,1,1,16.63,39,1,0
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3384.98,1003,2010-12-01 14:32:00,2011-12-09 11:20:00,155,313,3.374855433698903,1,155,0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2421.59,936,2010-12-01 11:57:00,2011-12-09 11:20:00,129,255,2.5871688034188036,1,129,0
84033,FLAG OF ST GEORGE ,37.95,23,2011-01-18 13:05:00,2011-09-14 16:36:00,7,7,1.6500000000000001,86,7,0
84050,PINK HEART SHAPE EGG FRYING PAN,4753.53,3229,2010-12-01 13:24:00,2011-11-01 10:30:00,147,256,1.4721368844843603,39,147,0
84051,ASS COLOUR GLOWING TIARAS,215.21,281,2010-12-05 13:00:00,2011-12-06 11:58:00,25,25,0.7658718861209964,4,25,0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,13814.009999999998,54951,2010-12-02 10:09:00,2011-12-09 10:03:00,235,535,0.25138778184200467,1,235,2
84078A,SET/4 WHITE RETRO STORAGE CUBES ,16363.300000000001,415,2010-12-06 09:58:00,2011-12-08 09:20:00,114,155,39.42963855421687,2,114,0
84086B,YELLOW/BLUE RETRO RADIO,47.2,16,2011-03-09 12:35:00,2011-12-06 13:20:00,7,7,2.95,3,7,0
84086C,PINK/PURPLE RETRO RADIO,622.27,218,2010-12-01 14:32:00,2011-11-30 13:08:00,41,53,2.8544495412844038,9,41,0
84192,ASSORTED COLOUR METAL CAT ,138.75,111,2010-12-09 11:30:00,2011-12-04 15:00:00,23,25,1.25,5,23,0
84199,GLOW IN DARK DOLPHINS,28.98,138,2010-12-20 15:35:00,2011-12-06 11:58:00,27,31,0.21,4,27,0
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,2.47,13,2011-08-22 13:30:00,2011-11-25 11:54:00,2,2,0.19,15,2,0
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,0.95,5,2011-08-28 11:01:00,2011-08-28 11:01:00,1,1,0.19,104,1,0
84206A,3 BLACK CATS W HEARTS BLANK CARD,4.5600000000000005,24,2011-08-22 13:30:00,2011-11-25 11:54:00,3,3,0.19000000000000003,15,3,0
84206B,CAT WITH SUNGLASSES BLANK CARD,0.95,5,2011-11-20 12:34:00,2011-11-20 12:34:00,1,1,0.19,20,1,0
84206C,CHAMPAGNE TRAY BLANK CARD,1.52,8,2011-06-01 12:11:00,2011-11-25 11:54:00,2,2,0.19,15,2,0
84212,"ASSORTED FLOWER COLOUR ""LEIS""",4934.87,10315,2010-12-03 12:24:00,2011-12-06 15:43:00,92,111,0.47841686863790595,3,92,2
84218,BOX/12 CHICK & EGG IN BASKET,223.10999999999999,123,2011-01-05 09:51:00,2011-03-31 11:25:00,29,41,1.81390243902439,254,29,1
84226,HEN HOUSE W FAMILY IN BARN & NEST,36.21,51,2011-01-19 12:38:00,2011-06-08 10:45:00,9,10,0.71,185,9,1
84227,HEN HOUSE W CHICK IN NEST,0.42,1,2011-03-14 15:40:00,2011-03-14 15:40:00,1,1,0.42,270,1,1
84228,HEN HOUSE W CHICK STANDING,124.08999999999999,297,2010-12-06 09:58:00,2011-11-29 08:07:00,25,27,0.4178114478114478,11,25,0
84231,EASTER BUNNY WITH BASKET ON BACK,72.63,108,2011-01-16 16:23:00,2011-11-04 12:05:00,20,20,0.6725,36,20,0
84247E,PACK OF 12 CHRISTMAS FUN CARDS,384.09000000000003,140,2010-12-07 15:39:00,2011-12-01 16:22:00,34,48,2.7435,8,34,0
84247G,"DECOUPAGE,GREETING CARD,",158.63,357,2010-12-02 18:25:00,2011-07-14 13:41:00,30,32,0.44434173669467786,148,30,1
84247K,"FOLK ART GREETING CARD,pack/12",64.9,22,2010-12-03 12:24:00,2011-10-16 16:13:00,9,9,2.95,54,9,0
84247L,FAWN AND MUSHROOM GREETING CARD,62.06,128,2010-12-09 10:04:00,2011-04-19 11:33:00,16,19,0.48484375,235,16,1
84247N,PACK/12 BLUE FOLKART CARDS,64.9,22,2010-12-03 12:24:00,2011-11-27 16:19:00,18,18,2.95,12,18,0
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",80.46,174,2010-12-19 14:58:00,2011-12-09 10:03:00,27,27,0.46241379310344827,1,27,0
84251B,"GREETING CARD, STICKY GORDON",70.78,245,2010-12-07 18:36:00,2011-09-25 16:05:00,41,53,0.28889795918367345,75,41,0
84251C,"GREETING CARD, TWO SISTERS.",53.88,127,2010-12-23 13:26:00,2011-08-04 16:32:00,27,40,0.42425196850393704,127,27,1
84251G,"GREETING CARD, OVERCROWDED POOL.",74.7,270,2010-12-08 14:25:00,2011-12-08 12:29:00,43,53,0.27666666666666667,2,43,0
84270,ASSTD DESIGN BUBBLE GUM RING,3.5700000000000003,17,2010-12-03 11:36:00,2010-12-06 16:57:00,2,4,0.21000000000000002,368,2,1
84279B,CHERRY BLOSSOM DECORATIVE FLASK,774.7,192,2011-02-01 09:36:00,2011-06-17 11:07:00,52,69,4.034895833333334,176,52,1
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,1565.71,377,2010-12-01 14:32:00,2011-12-01 16:22:00,103,126,4.153076923076923,8,103,0
84306,S/3 PINK SQUARE PLANTERS ROSES,88.22,10,2011-02-20 13:21:00,2011-03-22 15:52:00,8,9,8.822,262,8,1
84313B,BLUE TV TRAY TABLE ,518.61,127,2010-12-06 16:57:00,2011-04-01 09:25:00,27,39,4.0835433070866145,253,27,1
84313C,ORANGE TV TRAY TABLE ,1165.9099999999999,504,2010-12-13 15:16:00,2011-06-02 09:38:00,35,43,2.3133134920634917,191,35,1
84341B,SMALL PINK MAGIC CHRISTMAS TREE,282.38,645,2010-12-02 12:16:00,2011-11-15 14:48:00,33,40,0.4377984496124031,24,33,0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,26425.579999999998,9461,2010-12-01 11:41:00,2011-12-09 12:19:00,141,449,2.793106436951696,1,141,2
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,577.35,34,2010-12-01 14:41:00,2011-09-21 16:15:00,21,23,16.980882352941176,79,21,0
84356,POMPOM CURTAIN,2124.15,424,2010-12-09 16:53:00,2011-12-09 10:46:00,65,82,5.009787735849057,1,65,0
84358,FLOOR LAMP SHADE WOOD BASE,312.7,33,2010-12-05 12:15:00,2011-08-09 12:07:00,13,13,9.475757575757575,123,13,1
84360,TABLE LAMP WHITE SHADE WOOD BASE,434.12,78,2010-12-01 15:37:00,2011-12-05 13:43:00,20,20,5.565641025641026,4,20,0
84375,SET OF 20 KIDS COOKIE CUTTERS,9383.150000000001,4311,2010-12-01 11:41:00,2011-12-09 10:26:00,239,517,2.1765599628856416,1,239,2
84378,SET OF 3 HEART COOKIE CUTTERS,8518.4,6332,2010-12-01 11:29:00,2011-12-09 10:03:00,251,685,1.3452937460518004,1,251,2
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,8153.56,5799,2010-12-01 11:29:00,2011-12-09 11:34:00,255,688,1.4060286256251078,1,255,2
84387A,BIRD ON BRANCH CANVAS SCREEN,21.45,11,2011-07-21 11:55:00,2011-07-21 11:55:00,1,1,1.95,142,1,1
84388,WISE MAN STAR SHAPE EGG PAN,13.14,24,2010-12-07 14:30:00,2011-04-19 15:02:00,6,6,0.5475,234,6,1
84402B,PURPLE DRESS JEWELLERY STAND,48.19,61,2011-07-19 09:50:00,2011-07-21 16:10:00,2,3,0.7899999999999999,141,2,1
84406B,CREAM CUPID HEARTS COAT HANGER,7653.17,2015,2010-12-01 08:26:00,2011-12-05 14:30:00,166,284,3.7980992555831268,4,166,0
84415A,PINK FLOCK SUEDE CUSHION COVER ,15.0,12,2011-06-08 08:31:00,2011-06-24 12:14:00,2,2,1.25,169,2,1
84415B,BLUE FLOCK CUSHION COVER ,20.0,8,2010-12-08 13:23:00,2011-06-08 08:31:00,3,3,2.5,185,3,1
84422,PINK/BLUE DISC/MIRROR STRING,244.17,566,2010-12-06 16:57:00,2011-09-16 13:13:00,14,15,0.4313957597173145,84,14,0
84429A,MEDIUM PINK BUDDHA HEAD ,182.50000000000003,54,2010-12-06 16:57:00,2011-12-08 19:24:00,20,21,3.37962962962963,1,20,0
84452,METAL RABBIT LADDER EASTER ,62.9,74,2011-02-04 14:14:00,2011-10-20 09:28:00,15,16,0.85,51,15,0
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,112.55999999999999,126,2010-12-19 14:58:00,2011-11-09 15:09:00,24,26,0.8933333333333332,30,24,0
84459A,PINK METAL CHICKEN HEART ,1058.18,716,2010-12-06 10:08:00,2011-10-30 16:17:00,73,91,1.477905027932961,40,73,0
84459B,YELLOW METAL CHICKEN HEART ,1079.67,721,2010-12-01 17:06:00,2011-04-07 19:05:00,57,91,1.4974618585298198,246,57,1
84461,12 PINK HEN+CHICKS IN BASKET,104.55,41,2011-01-16 16:23:00,2011-04-20 13:59:00,14,14,2.55,233,14,1
84462,3 PINK HEN+CHICKS IN BASKET,15.0,12,2011-01-16 16:23:00,2011-04-14 15:26:00,6,6,1.25,239,6,1
84465,15 PINK FLUFFY CHICKS IN BOX,29.5,10,2011-01-30 10:19:00,2011-11-04 12:05:00,7,7,2.95,36,7,0
84466,TOP SECRET PEN SET,57.5,46,2011-02-23 13:21:00,2011-07-14 13:00:00,9,10,1.25,148,9,1
84497,BUTTONS AND STRIPES NOTEBOOK ,48.75,13,2010-12-07 15:54:00,2011-11-15 14:48:00,7,7,3.75,24,7,0
84499,BLACK FLOWER CANDLE PLATE,5.949999999999999,7,2010-12-21 16:08:00,2011-01-04 11:34:00,2,2,0.8499999999999999,340,2,1
84507B,STRIPES DESIGN MONKEY DOLL,118.72999999999999,39,2010-12-15 13:24:00,2011-09-07 12:41:00,21,22,3.0443589743589743,94,21,0
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,175.73,66,2010-12-03 14:35:00,2011-10-23 11:10:00,26,28,2.6625757575757576,48,26,0
84508A,CAMOUFLAGE DESIGN TEDDY,3448.05,1631,2010-12-01 14:41:00,2011-09-21 09:54:00,34,36,2.1140711220110364,80,34,0
84508B,STRIPES DESIGN TEDDY,142.79999999999998,56,2010-12-05 11:54:00,2011-11-27 16:27:00,26,30,2.55,12,26,0
84508C,BLUE CIRCLES DESIGN TEDDY,154.95,56,2010-12-05 12:44:00,2011-11-17 12:59:00,25,25,2.7669642857142853,22,25,0
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,3417.28,896,2010-12-01 11:21:00,2011-12-08 16:30:00,159,230,3.813928571428572,1,159,0
84509B,SET OF 4 FAIRY CAKE PLACEMATS,806.04,217,2010-12-01 15:08:00,2011-12-08 20:01:00,61,79,3.714470046082949,1,61,0
84509C,SET OF 4 POLKADOT PLACEMATS ,498.94,130,2010-12-06 16:57:00,2011-12-05 17:24:00,45,51,3.838,4,45,0
84509E,SET OF 4 CAROUSEL PLACEMATS ,183.45,91,2010-12-10 09:51:00,2011-12-07 12:55:00,22,23,2.015934065934066,2,22,0
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,950.49,517,2010-12-02 12:16:00,2011-12-08 15:54:00,48,66,1.8384719535783365,1,48,0
84509a,SET OF 4 ENGLISH ROSE PLACEMATS,775.84,104,2011-02-04 13:03:00,2011-12-09 10:26:00,48,68,7.46,1,48,0
84509b,SET OF 4 FAIRY CAKE PLACEMATS,37.3,5,2011-02-02 12:17:00,2011-11-13 11:50:00,4,4,7.459999999999999,27,4,0
84509c,SET OF 4 POLKADOT PLACEMATS ,322.22,43,2010-12-03 11:28:00,2011-12-05 11:58:00,21,27,7.493488372093024,5,21,0
84509g,SET OF 4 FAIRY CAKE PLACEMATS ,14.92,2,2011-05-10 15:04:00,2011-05-10 15:07:00,1,2,7.46,213,1,1
84510A,SET OF 4 ENGLISH ROSE COASTERS,1630.32,1196,2010-12-01 11:21:00,2011-12-09 08:48:00,168,239,1.36314381270903,1,168,0
84510C,SET OF 4 POLKADOT COASTERS,211.32999999999998,132,2010-12-06 16:57:00,2011-12-05 17:24:00,50,54,1.6009848484848483,4,50,0
84510E,SET OF 4 GREEN CAROUSEL COASTERS,48.29,34,2010-12-10 09:51:00,2011-12-06 12:12:00,16,16,1.4202941176470587,4,16,0
84510a,SET OF 4 ENGLISH ROSE COASTERS,130.48,53,2010-12-09 16:27:00,2011-06-28 11:53:00,25,40,2.46188679245283,165,25,1
84510c,SET OF 4 POLKADOT COASTERS,98.7,40,2010-12-07 15:34:00,2011-12-05 11:48:00,19,23,2.4675000000000002,5,19,0
84510e,SET OF 4 GREEN CAROUSEL COASTERS,2.46,1,2011-04-15 10:41:00,2011-04-15 10:41:00,1,1,2.46,239,1,1
84519A,TOMATO CHARLIE+LOLA COASTER SET,905.55,512,2010-12-01 09:37:00,2011-12-09 11:34:00,70,88,1.76865234375,1,70,0
84519B,CARROT CHARLIE+LOLA COASTER SET,773.3,471,2010-12-02 13:14:00,2011-12-09 11:34:00,91,126,1.6418259023354564,1,91,0
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,508.36999999999995,554,2010-12-01 17:06:00,2011-03-03 16:22:00,46,80,0.9176353790613717,281,46,1
84522,PINK PARTY SUNGLASSES,36.76,20,2010-12-06 12:15:00,2011-11-22 13:25:00,12,12,1.8379999999999999,17,12,0
